CODGEO;PMIMP;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DECUC_D1D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;DISP_D1D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;C;CC2S;NOTE_CNAM;A;APPA;ARSAS;AAAH;NOTE_CNAF
QP050007;28,5;12660;4820;20370;50,2;0;29930;;14760;10650;20310;37,7;8580;28070;3,3;57,8;30;18,9;-11,1;4,4;0;;;5;411;160;97;63;0
QP051001;18,1;8950;3580;15220;67,1;0;21030;;12910;10010;16460;47,1;7930;20890;2,6;56,8;24;26,2;-9,2;2,2;0;3358;1124;0;1280;440;331;124;0
QP051002;19;8510;3340;15160;66;0;20430;;12710;9800;16550;49,7;8270;20410;2,5;54,6;23,8;26,7;-7,8;2,7;0;2449;854;0;1043;395;299;106;0
QP051003;11,5;5490;1290;11180;79,7;0;17450;;11380;9160;14650;62,1;7450;18630;2,5;47;18,5;39,1;-6,3;1,7;0;10707;5088;0;4059;1261;1369;473;0
QP051004;20,9;9650;4130;15980;62,9;240;22640;93,4;13430;10520;17470;43,3;8390;22110;2,6;53,6;27;25,5;-8,7;2,6;0;12289;3978;0;4456;1572;1176;475;0
QP051005;20,9;8530;3420;14900;67,8;30;21180;639,2;12770;10130;16840;48,9;8560;21270;2,5;51,9;25,8;28;-8;2,3;0;4790;1594;0;1511;595;428;178;0
QP051006;20,8;9790;3560;16480;61,3;20;22740;1337,9;13690;10200;17870;43,9;8440;22290;2,6;51,2;29,1;25,7;-8,4;2,4;0;2206;701;0;923;328;251;107;0
QP051007;;9270;3970;16440;64,6;30;23740;872,8;13520;9960;17540;44,7;8200;22810;2,8;53;27,7;25,4;-9,1;3;0;1041;425;0;304;114;101;33;0
QP051008;22,1;10450;2720;17620;58,2;0;22760;;13670;10350;18760;43,2;8330;22620;2,7;51,6;31,5;22,8;-8,8;2,9;0;1190;418;0;391;153;125;47;0
QP051009;26,2;10330;4750;17550;58,5;530;25160;47,8;14180;11150;18390;36,8;9510;24330;2,6;58,2;25,4;23,4;-9,6;2,6;0;1442;403;0;523;187;133;71;0
QP051010;;11080;5770;17000;57,6;750;21470;28,6;13930;11160;18170;37,2;9340;21220;2,3;41;41,3;22,3;-7,2;2,6;0;1064;289;0;398;124;89;42;0
QP051011;;8530;3990;13280;71,2;330;18600;55,9;12310;10040;15620;53,1;8730;19330;2,2;45;29,8;29,1;-6,2;2,3;0;1085;337;0;415;124;118;47;0
QP051012;17,6;9260;4260;14600;66,8;900;19820;22;12890;9940;16260;47,8;7800;19960;2,6;56,2;24,1;25,5;-8;2,2;0;3061;911;0;1133;449;267;102;0
QP052001;17,5;7880;2030;14080;70,3;0;19960;;12380;9910;16330;51;8320;19740;2,4;52;22,9;30,4;-7;1,7;0;1585;565;0;704;267;196;101;0
QP052002;;10400;3090;15990;61,1;80;20710;276,1;13580;10650;17440;43,4;8030;20880;2,6;40,4;39,3;24,2;-7,2;3,3;0;1000;289;0;480;134;120;91;0
QP052003;;8270;3060;14330;70;0;19260;;12630;10320;15880;50,6;8490;19560;2,3;48;26,7;30,1;-6,6;1,8;0;749;204;0;315;100;66;56;0
QP052004;16;8880;3300;14730;67,3;0;20180;;12880;10240;16690;48,3;8330;20760;2,5;47,8;28;28,8;-6,9;2,3;0;5680;1832;0;2432;694;622;550;0
QP053001;;9130;4910;14540;67,1;870;18600;21,4;13290;10570;16120;45,4;8610;19240;2,2;45,6;32,7;25,9;-6,4;2,2;0;1182;410;0;446;189;69;49;0
QP053002;;7190;3590;12030;77,2;0;17490;;12110;9890;14850;55,7;7840;18740;2,4;50,3;21,2;32,9;-5,9;1,5;0;2006;731;0;613;211;171;58;0
QP053003;25;10780;5610;17060;57,1;1230;22960;18,6;13960;10740;18100;39,6;8600;22470;2,6;57,5;28,6;19,6;-9,1;3,4;0;3010;767;0;1092;462;231;92;0
QP054001;;11130;5310;16770;58,3;1400;21150;15,1;14320;11050;17910;38,6;9000;21430;2,4;54,3;28,3;23,9;-8,5;2;0;909;279;0;334;127;85;31;0
QP054002;;10670;4300;16080;60;0;24360;;13310;10060;17400;44,9;7520;23200;3,1;36,4;24,4;19,7;-7;26,5;0;1497;359;0;441;108;133;37;0
QP054003;;13320;6360;20230;48,4;670;27890;41,4;14590;10330;20780;39,6;7290;27830;3,8;35,2;21,6;14,3;-6,2;35,1;0;1425;325;0;326;78;105;20;0
QP054004;;11290;5870;17420;55,9;600;26210;44;14040;10110;18110;41,2;8030;25520;3,2;30,3;34,4;17,2;-7,1;25,2;0;1394;306;0;473;116;111;65;0
QP054005;12,3;10220;5470;16270;61,9;370;23440;63,1;12780;10150;17480;48,8;7090;23220;3,3;37,3;24,6;18,7;-5,8;25,2;0;3268;679;0;851;194;188;78;0
QP054006;;10010;4780;17240;56,9;290;22920;78,7;13880;10670;18080;40,9;8640;22470;2,6;52;31,1;22,7;-8,2;2,4;0;835;203;0;322;134;80;35;0
QP054007;25,7;12350;6310;19310;51,5;420;24950;59,9;14770;11750;19410;33,6;9260;25260;2,7;61,7;25,9;19;-11;4,4;0;956;234;0;366;154;93;24;0
QP054008;27,1;11900;6640;18590;52,8;1290;28480;22,2;14690;11010;19440;35;9270;27310;2,9;51,9;34,5;17,6;-10,9;6,9;0;830;142;0;366;121;94;43;0
QP054009;29,1;12450;5790;20600;50,6;0;28760;;15010;11110;20240;36,3;8680;26830;3,1;63;26,5;17,6;-13,2;6,1;0;1801;494;0;822;285;211;116;0
QP054010;;6880;750;12460;75,2;0;19590;;11980;9530;15370;55,6;8110;19750;2,4;45;21,3;37,5;-5,9;2,1;0;946;390;0;377;113;140;53;0
QP054011;;7980;3050;13580;70,1;0;18850;;12280;9910;15350;53;8050;19250;2,4;51,8;21,5;30,8;-6,9;2,8;0;1321;531;0;588;194;186;66;0
QP054012;;6200;1530;12180;76,4;0;17250;;11770;9540;15040;58,7;7780;18710;2,4;43,5;22,5;38,7;-5,8;1,1;0;1668;689;0;750;216;243;94;0
QP054013;19,1;8840;3480;15630;64,5;0;21480;;12990;10130;17170;47,1;8240;21250;2,6;53,8;25,4;26,4;-8,4;2,8;0;2360;844;0;916;318;272;104;0
QP054014;17,9;9220;3120;14850;67,2;0;20560;;13140;10100;16560;45,6;8190;20670;2,5;54,6;22,9;28,8;-8,2;1,9;0;3515;1261;0;1254;478;379;126;0
QP054015;14,7;6640;1520;13130;73,8;0;19440;;11950;9450;15880;56,5;7960;20200;2,5;51,2;18,4;35,5;-7,1;2;0;5166;2256;0;1945;620;678;195;0
QP054016;22,9;9190;3780;16500;63,2;0;22890;;13310;10100;17600;44,7;8370;22500;2,7;52,2;29;24,9;-9,1;3;0;13634;4437;0;5456;1785;1355;564;0
QP054017;33,7;13440;5600;21590;47;280;32330;115,5;15580;11400;21410;32,9;8820;30130;3,4;70,1;21,2;16,9;-13,4;5,2;0;2303;611;0;1069;366;269;85;0
QP054018;24,3;10780;5500;16300;60,5;760;22260;29,3;13530;11050;17490;41,1;9200;21560;2,3;58,8;24,1;23,2;-9,3;3,2;0;1476;377;0;489;187;116;51;0
QP055001;23,6;9660;3770;16850;61,5;0;22830;;13380;10180;17470;44,5;8360;22070;2,6;51,1;30,1;24,8;-8,6;2,6;0;1613;534;0;755;244;218;95;0
QP055002;;6410;600;12870;74,6;0;17900;;11980;9610;15400;56,1;8240;18580;2,3;43,4;23,2;37,5;-5,4;1,3;0;1365;567;0;593;177;262;58;0
QP055003;23,9;11280;4980;17710;55,7;0;25970;;13910;10510;18490;40,4;8400;24850;3;58,4;27,1;20,1;-11,4;5,8;0;1553;493;0;860;292;256;71;0
QP056001;;8900;4690;14490;67,5;30;20310;588,7;13110;10100;16560;45,1;8060;20720;2,6;59,7;17,3;27,8;-7,4;2,6;0;1203;292;0;507;176;110;92;0
QP056002;;8190;3000;14370;68,7;0;20070;;12340;9900;16190;52,3;8290;20710;2,5;48,2;27,9;28,1;-7,1;2,9;0;855;292;0;327;106;97;37;0
QP056003;22,6;11180;5510;16830;57,7;550;23480;42,6;14470;10750;18100;38;8700;22930;2,6;53,4;30,2;21,6;-8,7;3,5;0;1904;433;0;800;250;162;115;0
QP056004;21,5;10590;3350;17530;57,8;0;23870;;13540;9750;18160;45,2;7700;22530;2,9;51,3;31,4;23;-9,1;3,4;0;1596;442;0;690;176;157;104;0
QP056005;15,7;8460;2020;15890;64,6;0;22270;;13040;9720;17270;47,1;8030;21770;2,7;46,9;28,7;29;-7,7;3,1;0;1408;453;0;748;166;202;130;0
QP056006;;5380;1270;11390;78,7;0;17840;;11260;8850;14770;60,8;6440;18760;2,9;41,2;24,8;37,9;-5,8;1,9;0;2066;842;0;712;194;214;119;0
QP056007;;9060;3560;14440;68,2;230;19700;87,4;13000;10700;16360;45,9;8820;20010;2,3;49,1;25,8;29,9;-7;2,2;0;1182;396;0;466;143;133;68;0
QP056008;23,7;8000;3610;14900;68,8;180;22230;121,1;12470;9960;17130;51,2;8270;21910;2,7;48,8;29,6;26,3;-8,8;4,1;0;2594;759;0;935;344;234;130;0
QP056009;14,7;8080;3470;14250;69,2;0;19850;;12890;10230;16610;47,8;8460;20200;2,4;52,3;21,9;30,7;-7,2;2,3;0;3110;930;0;1258;432;271;204;0
QP057001;27,3;11750;6320;18810;54;20;27670;1211,2;14220;11350;18970;37,4;9010;26030;2,9;63,4;22,1;18,9;-10,4;6;0;1386;292;0;577;205;120;117;0
QP057002;13,6;11100;5520;15620;58,6;1410;20150;14,3;13560;10660;17070;42,3;8850;20640;2,3;40,4;42,1;20,8;-6,3;3;0;3733;1008;0;1348;429;343;242;0
QP057003;14,6;9370;3920;14840;66,4;240;19700;82,7;12550;9990;16060;51;8220;20140;2,5;42,4;36,3;24,6;-6,9;3,6;0;2852;976;0;935;241;283;154;0
QP057004;;6200;350;14440;69,4;0;22340;;12810;9930;17030;49,6;8210;21920;2,7;48,7;19,8;35,3;-7,7;3,9;0;1340;519;0;534;103;245;114;0
QP057005;12,3;9310;4960;14790;66;550;19790;35,7;12930;10300;16440;48,7;8140;20690;2,5;39,7;27,8;24,7;-5,9;13,7;0;3689;728;0;1106;305;234;138;0
QP057006;;9260;4630;14800;67,8;780;19220;24,7;12490;9880;15600;51,4;8340;20160;2,4;40,2;28;24,7;-5,7;12,8;0;1864;481;0;511;142;146;53;0
QP057007;16,5;9830;4480;15470;64,6;1040;22640;21,8;13010;9970;17150;46,9;8000;22750;2,8;42,4;23,8;22,8;-6,3;17,3;0;2063;434;0;656;191;149;91;0
QP057008;;8310;3400;13740;70,3;0;19890;;12200;9390;16100;54,2;7800;20080;2,6;41,7;25,8;28;-6,2;10,7;0;1202;356;0;440;117;129;61;0
QP057009;;7990;2590;13810;70,4;30;20440;625,6;12210;9200;16250;53,6;7110;21320;3;44,5;18,8;27,3;-5,9;15,3;0;1958;612;0;583;167;191;54;0
QP057010;;6940;2720;11580;78,9;0;17050;;12300;9830;15160;53,6;8240;18190;2,2;45,2;21,4;37,2;-5,6;1,8;0;1191;386;0;449;151;117;87;0
QP057011;28,5;10030;2480;18070;58,7;0;26800;;13870;10330;19160;42,5;8730;25220;2,9;60,8;20,7;22,9;-11,2;6,8;0;2234;633;0;826;254;237;159;0
QP057012;14,3;10750;5260;16070;60;720;19570;27,3;13300;10700;16820;44,6;8510;20080;2,4;39,1;43,1;21,7;-6,4;2,5;0;1728;474;0;603;211;152;89;0
QP057013;;11920;6060;17910;54,7;2150;24060;11,2;13860;11050;18260;40,3;8900;23640;2,7;50,9;28,3;16,6;-9,4;13,6;0;1150;212;0;292;103;70;30;0
QP057014;;10390;5680;15500;62,5;2030;20010;9,9;13070;10790;16970;45,9;8770;20160;2,3;53,6;28,8;21,9;-6,6;2,3;0;1294;277;0;412;160;76;55;0
QP057015;20,8;9720;5000;16300;60,9;330;21910;66,8;13460;10470;17440;43,7;8420;21700;2,6;50,4;31,2;23,6;-7,8;2,6;0;2919;713;0;1028;353;260;153;0
QP057016;;10170;3500;15340;65,3;330;21870;66,7;13020;10170;17170;46,8;7850;21590;2,7;44,8;35,2;24,5;-7,1;2,6;0;974;238;0;312;98;93;58;0
QP057017;;10540;5770;15680;62,3;660;20630;31,4;13310;10390;16760;43,6;8560;21170;2,5;42,8;38,9;21,3;-6,5;3,5;0;1119;257;0;337;87;77;44;0
QP057018;12,1;7270;3360;13000;73,3;0;19090;;12520;9670;15890;51,6;7950;20200;2,5;47,3;23,3;31,9;-6,5;4;0;2847;944;0;1025;346;274;134;0
QP057019;;7930;2690;14270;71,3;0;19420;;12720;9910;16140;50;8420;19400;2,3;57,1;14,6;32,3;-7,6;3,6;0;1191;359;0;493;191;143;50;0
QP057020;15,1;7970;3830;13160;73,2;100;19630;190;12290;9720;15780;53,8;7890;20290;2,6;49,5;22,3;29,2;-7,1;6,1;0;11314;3194;0;3382;1115;887;426;0
QP057021;;8880;3720;14910;65,7;10;22040;2711,1;12840;9400;16160;48;7430;22050;3;50,8;25,9;25;-8,2;6,5;0;1223;350;0;466;133;148;46;0
QP057022;24,7;8630;2790;16690;64;0;24940;;12810;9540;17690;48,9;7500;23890;3,2;50,8;27,2;24;-9,3;7,3;0;2988;784;0;1118;356;290;120;0
QP057023;19,7;9720;4650;15790;63,9;230;22320;97,4;13290;10340;17310;44,7;8170;22180;2,7;52;25,7;24,3;-7,9;5,9;0;8828;2302;0;2990;981;871;361;0
QP057024;;11930;7050;16270;54,2;690;23010;33,2;14030;11390;17080;36,3;9010;22620;2,5;49,4;36,2;19,1;-7,4;2,7;0;715;196;0;226;74;68;29;0
QP058001;19,4;7550;2620;15340;66,7;0;22360;;12560;9470;17220;51,7;6950;22240;3,2;44,2;32,1;28,1;-8,1;3,7;0;1882;637;0;663;167;153;168;0
QP058002;14,4;7140;1140;13460;72,1;0;19900;;12600;9770;15910;50,7;8240;20080;2,4;38,5;32;33,6;-6,6;2,5;0;1805;624;0;783;191;192;174;0
QP058003;;7150;1090;12950;73,7;0;18590;;12870;9610;16420;47;8010;18980;2,4;36,4;32,1;35,4;-6;2,1;0;1475;564;0;673;175;165;178;0
QP058004;;8530;1730;15580;64,3;0;21300;;13560;10140;16980;43,1;8070;21400;2,7;37,1;36,5;30,6;-7,1;2,9;0;951;299;0;458;109;111;105;0
QP058005;;8760;4210;16170;64;0;21330;;13440;10700;17500;42,7;8060;20740;2,6;42,7;35,6;27,8;-8,1;2;0;1117;317;0;507;147;134;98;0
QP059001;;13230;7370;18360;49;920;23420;25,5;15550;11630;19310;30;9150;23150;2,5;63,1;24,1;18,6;-8,6;2,8;0;841;178;0;233;98;45;25;0
QP059002;23,1;11350;6310;17940;55,9;20;23350;1167,5;14420;11500;18660;35;9270;23200;2,5;61;23,6;22,1;-8,5;1,8;0;1231;312;0;439;161;105;57;0
QP059003;18,7;11420;5480;17760;56,7;1100;21970;19,9;14330;11780;18410;32,8;9550;22080;2,3;52,8;30,2;22,9;-7,6;1,7;0;1131;290;0;371;135;94;57;0
QP059004;;5880;530;11170;79,1;0;17650;;11960;9990;14810;56,9;8390;18580;2,2;44,3;17,6;42,8;-5,6;0,9;0;1824;922;0;745;228;320;92;0
QP059005;17,3;9160;3970;15140;65,6;0;21280;;13530;10800;17260;41;9060;21570;2,4;52,9;22,2;29,2;-7,3;3;0;2937;1144;0;1089;280;370;173;0
QP059006;19,2;10550;4580;16250;59,9;520;21250;41;13890;11120;17530;39,7;9160;21430;2,3;51,5;29,3;24,6;-7,6;2,2;0;1922;581;0;603;216;167;79;0
QP059007;18,2;10380;5820;16170;60,1;1330;20990;15,8;13930;11350;17530;36,8;9210;20970;2,3;49,2;32,7;23,4;-7,2;1,9;0;2684;886;0;895;314;263;134;0
QP059008;16,9;8090;2330;15180;67,3;0;22860;;12840;9870;16580;48,3;8360;22150;2,6;51;23,2;31,5;-7,4;1,7;0;1544;614;0;623;163;226;92;0
QP059009;;5690;470;11300;79,3;0;17860;;11690;9530;14820;57,4;7810;18700;2,4;47,4;17,9;39,9;-6,2;1;0;1381;687;0;682;206;271;103;0
QP059010;;11060;4960;18090;56,5;0;22950;;14560;11050;19150;36,4;9270;22180;2,4;57,7;24,8;22,9;-8,7;3,3;0;945;289;0;264;83;95;30;0
QP059011;;9530;3910;15940;63,5;0;21840;;13440;10200;17850;44,3;8790;22030;2,5;51,1;25,3;26,8;-7,3;4,1;0;928;284;0;306;100;84;40;0
QP059012;24,9;10580;4010;18990;54,4;350;25690;73,8;14320;10810;19520;39,1;9080;25140;2,8;58,8;24,7;21,7;-9,3;4,1;0;1142;351;0;334;110;99;34;0
QP059013;;7790;2450;14150;71,1;0;20510;;12970;10490;16570;47,5;8290;20950;2,5;47,2;21,7;34,9;-6,2;2,4;0;1333;523;0;486;137;196;68;0
QP059014;19;8320;2470;15210;66,3;0;22010;;13130;10200;16920;45,6;8420;22040;2,6;46,8;27,1;29,1;-7,5;4,5;0;2439;927;0;929;227;325;146;0
QP059015;;6720;530;12770;74,7;0;19260;;11740;9270;15490;56,6;8070;20230;2,5;44,4;20,9;37,1;-5,9;3,5;0;1135;571;0;363;99;155;46;0
QP059016;;6090;1330;10100;84,3;0;15680;;11300;9170;14030;63,9;7820;17890;2,3;38,1;21,9;41,5;-4,7;3,2;0;1919;958;0;;;;;5
QP059017;;4280;150;9740;83,1;0;15600;;11220;9090;14300;63,1;7390;18320;2,5;34;21,4;47,5;-4,5;1,6;0;;;5;556;125;235;99;0
QP059018;;7720;2420;14110;70,3;0;20100;;12100;9450;16100;54,2;8010;20930;2,6;43,8;28;32;-6,8;3;0;1090;418;0;406;112;148;50;0
QP059019;19,1;8820;3310;15380;65,8;0;22020;;12940;10120;17160;47,9;8200;22070;2,7;48,7;27,3;27,2;-7,7;4,5;0;8491;2980;0;2475;665;982;349;0
QP059020;17,9;9260;3860;16110;63,8;0;23380;;13350;10510;17610;43,6;8690;22400;2,6;48,7;29,5;26,8;-8,9;3,9;0;1234;424;0;559;156;165;86;0
QP059021;21,8;10300;4290;17260;59,6;0;23410;;13760;10750;18230;41,3;8650;22920;2,6;56,6;25;24,1;-8,8;3,1;0;10124;3215;0;3451;1120;1027;406;0
QP059022;16,9;9510;4850;15190;64,4;600;21150;35,5;13450;10650;16690;43,8;8630;21020;2,4;50,2;28,9;24,9;-7,1;3,1;0;2111;638;0;670;237;213;83;0
QP059023;21,9;8120;1490;16740;63,6;0;25770;;13120;9950;18030;47,7;8350;24870;3;53,9;23,9;26,7;-11,2;6,7;0;1940;706;0;814;204;265;139;0
QP059024;;7210;750;14570;69,3;0;20820;;12530;9980;16650;51,8;8230;20920;2,5;34;34,7;32,5;-6;4,8;0;842;358;0;319;66;115;43;0
QP059025;23,6;11920;6230;18080;54,4;620;24730;39,9;14320;11340;18870;35,8;8680;23560;2,7;56,3;28,4;19;-9,7;6;0;1584;345;0;530;158;138;78;0
QP059026;29,6;12810;6110;19280;49,1;1650;26880;16,3;14420;11120;19540;34,3;8650;25810;3;60,8;27;16,9;-10;5,3;0;955;235;0;230;77;65;32;0
QP059027;21,1;11090;5340;17700;56,5;0;23630;;14090;10860;18330;39,7;8890;23640;2,7;57,2;25,9;22;-8,4;3,3;0;2509;675;0;784;242;238;102;0
QP059028;15;9640;4170;15160;63,9;0;21400;;13160;10120;16910;46,8;8430;20930;2,5;47,8;29,4;25,6;-6,9;4,1;0;1523;431;0;473;130;147;64;0
QP059029;;7790;2100;13430;71,4;0;18710;;12770;10100;15940;49;8540;19130;2,2;52,5;17,8;34,4;-6,5;1,8;0;898;378;0;427;163;126;55;0
QP059030;15,2;8070;2410;14100;69,4;0;20180;;12510;10040;16180;51,3;8340;20660;2,5;51,1;22,3;32;-7,4;2;0;3438;1216;0;1358;462;443;167;0
QP059031;17,6;8760;3970;15120;65,9;150;22430;145,9;13230;10380;16770;45,4;8740;21840;2,5;58,4;20,2;27,8;-8,7;2,3;0;2612;842;0;974;316;283;131;0
QP059032;22,5;11200;4970;18190;56,1;420;24540;58,2;13980;10800;18670;38,7;8870;24150;2,7;56,1;26;21,7;-8,7;4,9;0;1188;329;0;340;123;92;60;0
QP059033;;11500;4560;16420;56,7;0;23040;;14280;11010;17590;38;9190;22940;2,5;53;27,1;23,2;-8;4,7;0;983;250;0;345;107;86;52;0
QP059034;24,4;11920;5470;19110;52,6;650;25140;38,4;14430;11290;19540;35,8;9050;24500;2,7;61,3;24,9;20,1;-10;3,7;0;3230;892;0;1017;361;307;112;0
QP059035;20,2;10600;6040;17690;58,8;600;23120;38,5;14400;11420;18460;36,1;9180;23030;2,5;57,2;27,7;22,1;-8,9;1,9;0;1123;249;0;371;131;89;48;0
QP059036;;10270;5840;16450;59,8;880;21690;24,8;14310;11450;17680;38,3;9350;21670;2,3;52,9;28,2;24,5;-7,3;1,7;0;1227;392;0;458;142;134;59;0
QP059037;;12130;6590;17030;55,1;3390;22680;6,7;14560;11600;18110;32,7;9470;22920;2,4;60,4;26,7;19,5;-7,8;1,2;0;824;206;0;268;100;73;27;0
QP059038;16,5;11600;6120;16910;54,4;550;22060;40,1;14550;11480;18540;35,9;9270;21660;2,3;56,1;27,3;22,5;-7,5;1,6;0;1296;435;0;495;182;147;46;0
QP059039;;10550;5070;15670;60,1;1170;20240;17,3;14020;11080;17400;38,7;9190;20800;2,3;52,6;26,5;25,4;-6,5;2;1;988;380;0;384;148;121;39;0
QP059040;14,6;10490;5420;15610;61,5;420;20070;47,8;13690;11190;17670;40,3;9300;21130;2,3;52,9;26,4;25,7;-6,8;1,8;0;1365;447;0;492;177;152;53;0
QP059041;18,9;9370;4400;16480;62,8;160;22240;139,4;13750;11260;17780;39,2;9470;22050;2,3;55,7;22,9;26,6;-7,8;2,6;0;;;5;;;;;5
QP059042;26,7;9720;2640;19570;59;0;29320;;13860;10020;20120;43,1;8270;27600;3,3;58,2;25,4;22,6;-12,7;6,5;0;1911;710;0;722;234;269;109;0
QP059043;27,5;11690;5510;19910;53,2;490;26890;54,9;14600;11160;20100;36;9010;25650;2,8;55,7;30,7;18,8;-10,6;5,4;0;1307;386;0;539;198;139;69;0
QP059044;17,7;8330;1800;15850;64,8;0;22600;;13050;10010;17250;46,7;8350;22220;2,7;48,3;28,3;28,4;-8,5;3,5;0;3976;1643;0;1486;428;558;211;0
QP059045;17,8;11020;6140;16590;57,5;1550;21760;14;14130;11500;18510;37,7;9460;22160;2,3;52,2;30,3;22,9;-7,2;1,8;0;1397;348;0;413;149;83;51;0
QP059046;29,1;11810;4140;20950;53;0;31860;;14050;10470;21540;38,8;8500;30020;3,5;63,7;25,8;17,8;-15,6;8,3;0;1405;399;0;660;195;216;72;0
QP059047;22,9;11210;6110;17610;55,9;750;22920;30,6;13920;11110;18090;39,6;8900;22950;2,6;60;26,3;19,7;-9,5;3,5;0;1087;283;0;469;177;94;73;0
QP059048;;9600;4980;16730;61,4;0;22330;;13140;10550;17750;45,7;8480;21380;2,5;57,6;23,9;24,1;-8,4;2,8;0;1186;407;0;496;204;153;44;0
QP059049;;12390;6030;17300;50,6;2290;25400;11,1;14730;11310;18640;32,8;9140;25230;2,8;58,6;26,9;19,4;-8,6;3,7;0;870;186;0;262;99;63;28;0
QP059050;17,2;8420;2440;14770;68,1;0;21360;;12960;10170;16690;47,3;8340;21610;2,6;50,1;24,5;29,4;-7,9;3,9;0;12770;4606;0;4531;1380;1492;715;0
QP059051;14,1;8960;2980;14930;65,7;0;20800;;12850;9980;16800;47,6;8310;21040;2,5;51,5;23,8;29,4;-6,7;2;0;2959;1061;0;1135;331;354;141;0
QP059052;17,3;8910;2740;15230;65,7;0;21390;;13130;10270;16980;46,4;8830;21620;2,4;47,8;27,4;28,1;-7;3,7;0;1972;743;0;714;202;215;118;0
QP059053;19,3;11990;6920;17280;53,1;1840;23680;12,8;14690;11730;18500;33,9;9250;22810;2,5;60;26,7;19,6;-8,7;2,4;0;1240;283;0;401;140;84;47;0
QP059054;;9810;3550;14900;64,9;0;20460;;13280;10800;17220;44,3;8580;20860;2,4;57;20,5;27,3;-7,2;2,4;0;1206;381;0;372;130;117;49;0
QP059055;17,7;10630;5710;16290;59,4;500;21500;43;13620;11130;17580;38,9;9090;21520;2,4;52,1;29,6;23,2;-7,3;2,4;0;2590;816;0;776;270;216;100;0
QP059056;;9790;5450;15340;64,5;850;21070;24,9;13230;10400;16980;44;8300;21060;2,5;52,3;28,5;23;-7,8;4;0;1109;350;0;397;131;110;50;0
QP059057;;9370;4810;14370;69,1;280;19740;69,9;13660;11230;16710;42,2;9300;20080;2,2;52,1;21,5;30,7;-6,6;2,3;0;1237;367;0;453;148;111;67;0
QP059058;24,2;12540;8090;18220;50,4;3330;24240;7,3;15450;12270;19240;29,1;9170;23790;2,6;58,2;28,8;18,4;-8,8;3,4;0;1013;168;0;364;99;69;59;0
QP059059;18,5;11110;6670;16420;58,6;2870;21620;7,5;13750;11540;17480;40,3;9280;21590;2,3;54,1;32;19,7;-7,5;1,7;0;1381;304;0;397;169;91;49;0
QP059060;;9480;4790;14890;65,9;440;20530;46,6;13010;10510;16830;45,4;8710;20440;2,3;54,5;24;26,5;-7,3;2,3;0;1157;390;0;453;153;129;42;0
QP059061;16,8;8070;3290;14380;69;0;20200;;12710;10130;16330;49,3;8140;20770;2,6;54,3;21,8;29,3;-7,2;1,8;0;3441;1309;0;;;;;5
QP059062;20,8;9470;4170;15560;64;20;22340;1165,1;13140;10460;17150;44,8;8580;21890;2,6;51,3;28;25,8;-8,1;3;0;5509;1872;0;2133;676;640;234;0
QP059063;29,7;11920;4740;19920;52,6;0;27420;;14570;10830;19900;38;8550;25880;3;61,8;25,8;18,6;-12,4;6,2;0;3911;1222;0;1659;525;404;226;0
QP059064;17,3;9120;4320;14480;67,4;100;20730;203,3;13130;10470;16600;45,3;8720;20640;2,4;55,8;21,6;28,1;-7,4;1,9;0;8088;2835;0;2730;911;778;344;0
QP059065;;8850;2700;16780;65,2;0;25700;;12580;10310;17350;51,3;8570;24780;2,9;61,8;19,6;25,6;-9,8;2,8;0;855;313;0;298;104;91;30;0
QP059066;16,2;7990;3290;13810;70,4;0;19980;;12930;10010;16430;48,1;8020;20670;2,6;62,8;13;30,4;-7,6;1,4;0;5665;2022;0;2245;882;609;237;0
QP059067;19,3;10270;5210;16200;62,5;740;21920;29,7;13660;10560;17710;39,9;8420;21510;2,6;62,8;18,3;24;-8,3;3,2;0;2782;698;0;988;394;218;101;0
QP059068;22,5;11330;6180;17160;57,3;2000;22610;11,3;14220;11120;18180;37;8740;22360;2,6;66;19,4;21,3;-8,5;1,8;0;2436;562;0;825;367;178;70;0
QP059069;19,4;10460;5090;16710;60,4;100;22730;234,3;13940;10870;17770;40;8830;22630;2,6;58;23,5;24,3;-8,5;2,7;0;1546;466;0;566;210;142;77;0
QP059070;;9940;5440;15620;66,6;900;23100;25,7;13700;11150;17390;39,3;9030;22310;2,5;64,8;16,6;24,6;-8,7;2,7;0;1181;357;0;349;144;80;37;0
QP059071;18,7;9540;4280;16070;63;0;21800;;13670;10560;17590;42,8;8680;21910;2,5;56;22,2;27,2;-7,4;2;0;7811;2535;0;2656;897;772;305;0
QP059072;23;10630;5520;16740;57,4;980;21820;22,2;13830;11220;17470;39,1;9250;21680;2,3;65,9;18,6;22,7;-8,7;1,5;0;1239;327;0;471;210;85;48;0
QP059073;15,9;8110;3750;14150;69,1;200;19560;98,3;12660;9900;16380;50,3;8310;20400;2,5;58,9;16,8;29,6;-7,5;2,2;0;1767;624;0;662;225;198;65;0
QP059074;25;8920;3630;16840;63,4;0;25560;;13140;10010;18120;46,3;8020;24490;3,1;66,6;16,1;24,4;-10,2;3,1;0;44539;13994;0;19687;5660;4461;1628;0
